D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_10_949.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_10_949.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_10_949.jpg, 0, 0, 0, 7.883446E-05
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_053.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_053.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_053.jpg, 0, 0, 0, 8.419428E-05
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_164.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_164.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_164.jpg, 0, 0, 0, 7.894117E-05
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_263.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_263.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_263.jpg, 0, 0, 0, 8.155865E-05
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_372.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_372.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_372.jpg, 0, 0, 0, 7.874325E-05
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_479.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_479.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_479.jpg, 0, 0, 0, 7.861463E-05
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_583.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_583.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_583.jpg, 0, 0, 0, 7.808359E-05
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_691.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_691.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_691.jpg, 0, 0, 0, 7.838156E-05
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_800.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_800.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_800.jpg, 0, 0.150117, 0, 0.08513518
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_11_909.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_11_909.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_11_909.jpg, 0, 0.4746336, 0, 0.5461215
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_12_015.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_12_015.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_12_015.jpg, -0.1251882, 0.7972659, 0, 1.523203
D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\center_2021_10_21_12_30_12_117.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\left_2021_10_21_12_30_12_117.jpg, D:\Desktop\self driving car project\selfdriving_car_project\udacity_training_data_results\IMG\right_2021_10_21_12_30_12_117.jpg, -0.4297575, 1, 0, 2.653458
